station_id,recordingtime,station_code,station_name,station_province,station_city,station_area,station_lat,station_lon,win_d_avg,win_s_avg,vsb,temp,dewp,slp,stp,tem_max,tem_min,pcp01,pcp06,pcp24,stp_max,stp_min,win_s_max,win_d_max,win_s_ins,win_d_ins,rhu,vap,rhu_min
540260.0,201901010000,150500.0,扎鲁特,内蒙古,通辽市,扎鲁特旗,44.34,120.54,290,4.02336,19.147100000000002,-14.444444444444445,-25.555555555555554,1038.5,1002.7,,,,,,,,,,,,38.17430511472295,,
540260.0,201901010300,150500.0,扎鲁特,内蒙古,通辽市,扎鲁特旗,44.34,120.54,320,3.12928,30.249200000000002,-9.444444444444445,-24.444444444444443,1036.9,1001.9,,,,,,,,,,,,28.22514987736006,,
540260.0,201901010600,150500.0,扎鲁特,内蒙古,通辽市,扎鲁特旗,44.34,120.54,320,4.02336,30.249200000000002,-7.222222222222222,-22.77777777777778,1034.8,999.6,,-16.11111111111111,,,,,,,,,,27.552299613636766,,
540260.0,201901010900,150500.0,扎鲁特,内蒙古,通辽市,扎鲁特旗,44.34,120.54,320,4.91744,30.249200000000002,-8.88888888888889,-22.22222222222222,1035.5,1000.6,,,,,,,,,,,,32.9523336985108,,
540260.0,201901011200,150500.0,扎鲁特,内蒙古,通辽市,扎鲁特旗,44.34,120.54,290,1.78816,20.1125,-9.444444444444445,-22.22222222222222,1035.3,1000.0,,,,,,,,,,,,34.42307948076525,,
540260.0,201901011500,150500.0,扎鲁特,内蒙古,通辽市,扎鲁特旗,44.34,120.54,290,1.78816,30.249200000000002,-11.11111111111111,-22.22222222222222,1034.9,999.7,,,,,,,,,,,,39.291471184285726,,
540260.0,201901011800,150500.0,扎鲁特,内蒙古,通辽市,扎鲁特旗,44.34,120.54,320,1.78816,28.1575,-10.555555555555555,-21.666666666666668,1035.6,1000.7,,,,,,,,,,,,39.475834942999874,,
540260.0,201901012100,150500.0,扎鲁特,内蒙古,通辽市,扎鲁特旗,44.34,120.54,270,0.89408,18.020799999999998,-13.333333333333332,-22.22222222222222,1035.6,1000.1,,,,,,,,,,,,47.01365753250666,,
540260.0,201901020000,150500.0,扎鲁特,内蒙古,通辽市,扎鲁特旗,44.34,120.54,290,0.89408,,-14.444444444444445,-22.77777777777778,1036.8,1001.4,,,,,,,,,,,,49.0210294291526,,
540260.0,201901020300,150500.0,扎鲁特,内蒙古,通辽市,扎鲁特旗,44.34,120.54,270,3.12928,30.249200000000002,-8.333333333333334,-22.77777777777778,1036.3,1001.4,,,,,,,,,,,,30.03504407885696,,
