station_id,recordingtime,station_code,station_name,station_province,station_city,station_area,station_lat,station_lon,win_d_avg,win_s_avg,vsb,temp,dewp,slp,stp,tem_max,tem_min,pcp01,pcp06,pcp24,stp_max,stp_min,win_s_max,win_d_max,win_s_ins,win_d_ins,rhu,vap,rhu_min
572590.0,201901010000,420300.0,房县,湖北,十堰市,房县,32.03,110.45,140,0.89408,3.3789000000000002,-6.111111111111112,-6.666666666666666,1042.7,987.8,,,,,,,,,,,,95.82728492392387,,
572590.0,201901010300,420300.0,房县,湖北,十堰市,房县,32.03,110.45,180,0.89408,6.114199999999999,-1.6666666666666663,-6.666666666666666,1041.4,987.4,,,,,,,,,,,,68.63405122370969,,
572590.0,201901010600,420300.0,房县,湖北,十堰市,房县,32.03,110.45,220,0.89408,7.0796,3.333333333333333,-7.222222222222222,1036.7,983.8,,-6.111111111111111,,,,,,,,,,45.841715695598936,,
572590.0,201901010900,420300.0,房县,湖北,十堰市,房县,32.03,110.45,250,0.89408,,3.333333333333333,-6.111111111111112,1037.2,984.3,,,,,,,,,,,,49.93116915811778,,
572590.0,201901011200,420300.0,房县,湖北,十堰市,房县,32.03,110.45,110,3.12928,8.045,2.2222222222222223,-8.333333333333334,1038.8,985.6,,,,,,,,,,,,45.5033718317539,,
572590.0,201901011800,420300.0,房县,湖北,十堰市,房县,32.03,110.45,140,0.89408,8.045,0.5555555555555556,-5.5555555555555545,1038.4,984.9,3.888888888888889,,,,,,,,,,,63.53687097840609,,
572590.0,201901012100,420300.0,房县,湖北,十堰市,房县,32.03,110.45,090,0.89408,6.114199999999999,0.0,-4.4444444444444455,1036.5,983.0,,,,,,,,,,,,71.96067397078961,,
572590.0,201901020000,420300.0,房县,湖北,十堰市,房县,32.03,110.45,110,1.78816,,0.0,-5.5555555555555545,1036.6,983.1,,,,,,,,,,,,66.14759333571854,,
572590.0,201901020300,420300.0,房县,湖北,十堰市,房县,32.03,110.45,160,1.78816,6.114199999999999,1.6666666666666663,-6.666666666666666,1036.5,983.4,,,,,,,,,,,,53.8715999170712,,
572590.0,201901020600,420300.0,房县,湖北,十堰市,房县,32.03,110.45,,,7.0796,3.333333333333333,-6.666666666666666,1032.8,980.2,,0.0,,,,,,,,,,47.847683734995925,,
572590.0,201901020900,420300.0,房县,湖北,十堰市,房县,32.03,110.45,020,0.89408,,3.333333333333333,-5.5555555555555545,1032.6,980.0,,,,,,,,,,,,52.09474946175645,,
572590.0,201901021200,420300.0,房县,湖北,十堰市,房县,32.03,110.45,140,0.89408,4.3443000000000005,2.2222222222222223,-3.888888888888889,1033.8,980.9,,,,,,,,,,,,63.94233220218767,,
572590.0,201901021800,420300.0,房县,湖北,十堰市,房县,32.03,110.45,220,0.89408,3.5398,1.1111111111111112,-3.333333333333333,1033.3,980.2,3.888888888888889,,,,,,,,,,,72.18292199230126,,
572590.0,201901022100,420300.0,房县,湖北,十堰市,房县,32.03,110.45,110,0.89408,3.3789000000000002,0.5555555555555556,-2.7777777777777777,1032.2,979.1,,,,,,,,,,,,78.31229332251655,,
